png.c	66	png_set_sig_bytes	png_error	png_error(png_ptr, "Too many bytes for PNG signature");
png.c	88	png_sig_cmp	return -1	return -1;
png.c	91	png_sig_cmp	return -1	return -1;
png.c	110	PNG_FUNCTION	return NULL	return NULL;
png.c	120	PNG_FUNCTION	png_warning	png_warning(png_voidcast(png_structrp, png_ptr),
png.c	122	PNG_FUNCTION	return NULL	return NULL;
png.c	245	png_user_version_check	png_warning	png_warning(png_ptr, m);
png.c	248	png_user_version_check	return 0	return 0;
png.c	361	PNG_FUNCTION	return NULL	return NULL;
png.c	374	PNG_FUNCTION	return NULL	return NULL;
png.c	479	png_data_freer	png_error	png_error(png_ptr, "Unknown freer parameter in png_data_freer");
png.c	694	png_get_io_ptr	return NULL	return NULL;
png.c	749	png_convert_to_rfc1123_buffer	return 0	return 0;
png.c	756	png_convert_to_rfc1123_buffer	return 0	return 0;
png.c	802	png_convert_to_rfc1123	png_warning	png_warning(png_ptr, "Ignoring invalid time value");
png.c	808	png_convert_to_rfc1123	return NULL	return NULL;
png.c	1199	png_xy_from_XYZ	return 0	return 0;
png.c	1495	png_XYZ_from_xy	return 0	return 0; /*success*/
png.c	1571	png_icc_profile_error	png_chunk_benign_error	png_chunk_benign_error(png_ptr, message);
png.c	1573	png_icc_profile_error	return 0	return 0;
png.c	1598	png_icc_check_length	return 0	return 0;
png.c	1872	have_chromaticities	return 0	return 0;
png.c	1881	have_chromaticities	return 0	return 0; /* sRGB defaults */
png.c	1938	png_set_rgb_coefficients	png_error	png_error(png_ptr,
png.c	1971	png_check_IHDR	png_warning	png_warning(png_ptr, "Image width is zero in IHDR");
png.c	1977	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid image width in IHDR");
png.c	2007	png_check_IHDR	png_warning	png_warning(png_ptr, "Image width is too large for this architecture");
png.c	2017	png_check_IHDR	png_warning	png_warning(png_ptr, "Image width exceeds user limit in IHDR");
png.c	2023	png_check_IHDR	png_warning	png_warning(png_ptr, "Image height is zero in IHDR");
png.c	2029	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid image height in IHDR");
png.c	2039	png_check_IHDR	png_warning	png_warning(png_ptr, "Image height exceeds user limit in IHDR");
png.c	2047	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid bit depth in IHDR");
png.c	2054	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid color type in IHDR");
png.c	2063	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid color type/bit depth combination in IHDR");
png.c	2069	png_check_IHDR	png_warning	png_warning(png_ptr, "Unknown interlace method in IHDR");
png.c	2075	png_check_IHDR	png_warning	png_warning(png_ptr, "Unknown compression method in IHDR");
png.c	2091	png_check_IHDR	png_warning	png_warning(png_ptr, "MNG features are not allowed in a PNG datastream");
png.c	2101	png_check_IHDR	png_warning	png_warning(png_ptr, "Unknown filter method in IHDR");
png.c	2107	png_check_IHDR	png_warning	png_warning(png_ptr, "Invalid filter method in IHDR");
png.c	2115	png_check_IHDR	png_warning	png_warning(png_ptr, "Unknown filter method in IHDR");
png.c	2121	png_check_IHDR	png_error	png_error(png_ptr, "Invalid IHDR data");
png.c	2270	png_check_fp_string	return 0	return 0; /* i.e. fail */
png.c	2290	png_pow10	return 0	if (power < DBL_MIN_10_EXP) return 0;
png.c	2635	png_ascii_from_fp	png_error	png_error(png_ptr, "ASCII conversion buffer too small");
png.c	2713	png_ascii_from_fixed	png_error	png_error(png_ptr, "ASCII conversion buffer too small");
png.c	2731	png_fixed	png_fixed_error	png_fixed_error(png_ptr, text);
png.c	2750	png_fixed_ITU	png_fixed_error	png_fixed_error(png_ptr, text);
png.c	2881	png_muldiv	return 0	return 0;
png.c	2900	png_reciprocal	return 0	return 0; /* error/overflow */
png.c	2947	png_product2	return 0	return 0; /* overflow */
png.c	2977	png_reciprocal2	return 0	return 0; /* overflow */
png.c	3058	png_log8bit	return -1	return -1;
png.c	3111	png_log16bit	return -1	return -1;
png.c	3241	png_exp	return 0	return 0;
png.c	3367	png_gamma_correct	return 0	return 0;
png.c	3634	png_build_gamma_table	png_warning	png_warning(png_ptr, "gamma table being rebuilt");
png.c	3969	png_image_free_function	return 0	return 0;
png.c	4002	png_image_free_function	png_error	png_error(c.png_ptr, "simplified write not supported");
png.c	4010	png_image_free_function	png_error	png_error(c.png_ptr, "simplified read not supported");
png.c	4040	png_image_error	return 0	return 0;
pngerror.c	177	png_format_number	png_warning	png_warning(png_const_structrp png_ptr, png_const_charp warning_message)
pngerror.c	302	png_formatted_warning	png_warning	png_warning(png_ptr, msg);
pngerror.c	308	png_formatted_warning	png_benign_error	png_benign_error(png_const_structrp png_ptr, png_const_charp error_message)
pngerror.c	315	png_benign_error	png_chunk_warning	png_chunk_warning(png_ptr, error_message);
pngerror.c	318	png_benign_error	png_warning	png_warning(png_ptr, error_message);
pngerror.c	326	png_benign_error	png_chunk_error	png_chunk_error(png_ptr, error_message);
pngerror.c	329	png_benign_error	png_error	png_error(png_ptr, error_message);
pngerror.c	338	png_benign_error	png_app_warning	png_app_warning(png_const_structrp png_ptr, png_const_charp error_message)
pngerror.c	341	png_app_warning	png_warning	png_warning(png_ptr, error_message);
pngerror.c	343	png_app_warning	png_error	png_error(png_ptr, error_message);
pngerror.c	351	png_app_warning	png_app_error	png_app_error(png_const_structrp png_ptr, png_const_charp error_message)
pngerror.c	354	png_app_error	png_warning	png_warning(png_ptr, error_message);
pngerror.c	356	png_app_error	png_error	png_error(png_ptr, error_message);
pngerror.c	431	PNG_FUNCTION	png_error	png_error(png_ptr, error_message);
pngerror.c	436	PNG_FUNCTION	png_error	png_error(png_ptr, msg);
pngerror.c	443	PNG_FUNCTION	png_chunk_warning	png_chunk_warning(png_const_structrp png_ptr, png_const_charp warning_message)
pngerror.c	447	png_chunk_warning	png_warning	png_warning(png_ptr, warning_message);
pngerror.c	452	png_chunk_warning	png_warning	png_warning(png_ptr, msg);
pngerror.c	460	png_chunk_warning	png_chunk_benign_error	png_chunk_benign_error(png_const_structrp png_ptr,
pngerror.c	464	png_chunk_benign_error	png_chunk_warning	png_chunk_warning(png_ptr, error_message);
pngerror.c	467	png_chunk_benign_error	png_chunk_error	png_chunk_error(png_ptr, error_message);
pngerror.c	477	png_chunk_benign_error	png_chunk_report	png_chunk_report(png_const_structrp png_ptr, png_const_charp message, int error)
pngerror.c	493	png_chunk_report	png_chunk_warning	png_chunk_warning(png_ptr, message);
pngerror.c	496	png_chunk_report	png_chunk_benign_error	png_chunk_benign_error(png_ptr, message);
pngerror.c	507	png_chunk_report	png_app_warning	png_app_warning(png_ptr, message);
pngerror.c	510	png_chunk_report	png_app_error	png_app_error(png_ptr, message);
pngerror.c	534	PNG_FUNCTION	png_error	png_error(png_ptr, msg);
pngerror.c	558	png_set_longjmp_fn	return NULL	return NULL;
pngerror.c	573	png_set_longjmp_fn	return NULL	return NULL; /* new NULL return on OOM */
pngerror.c	593	png_set_longjmp_fn	png_error	png_error(png_ptr, "Libpng jmp_buf still allocated");
pngerror.c	600	png_set_longjmp_fn	png_warning	png_warning(png_ptr, "Application jmp_buf size changed");
pngerror.c	601	png_set_longjmp_fn	return NULL	return NULL; /* caller will probably crash: no choice here */
pngerror.c	690	PNG_FUNCTION	PNG_ABORT	PNG_ABORT();
pngerror.c	742	png_get_error_ptr	return NULL	return NULL;
pngerror.c	847	png_safe_execute	return 0	return 0; /* failure */
pngget.c	30	png_get_valid	return 0	return 0;
pngget.c	36	png_get_valid	return 0	return 0;
pngget.c	45	png_get_rowbytes	return 0	return 0;
pngget.c	55	png_get_rows	return 0	return 0;
pngget.c	67	png_get_image_width	return 0	return 0;
pngget.c	76	png_get_image_height	return 0	return 0;
pngget.c	85	png_get_bit_depth	return 0	return 0;
pngget.c	94	png_get_color_type	return 0	return 0;
pngget.c	103	png_get_filter_type	return 0	return 0;
pngget.c	112	png_get_interlace_type	return 0	return 0;
pngget.c	121	png_get_compression_type	return 0	return 0;
pngget.c	142	png_get_x_pixels_per_meter	return 0	return 0;
pngget.c	163	png_get_y_pixels_per_meter	return 0	return 0;
pngget.c	184	png_get_pixels_per_meter	return 0	return 0;
pngget.c	239	png_get_pixel_aspect_ratio_fixed	return 0	return 0;
pngget.c	260	png_get_x_offset_microns	return 0	return 0;
pngget.c	280	png_get_y_offset_microns	return 0	return 0;
pngget.c	300	png_get_x_offset_pixels	return 0	return 0;
pngget.c	320	png_get_y_offset_pixels	return 0	return 0;
pngget.c	352	ppi_from_ppm	return 0	return 0;
pngget.c	388	png_fixed_inches_from_microns	png_warning	png_warning(png_ptr, "fixed point overflow ignored");
pngget.c	389	png_fixed_inches_from_microns	return 0	return 0;
pngget.c	486	png_get_channels	return 0	return 0;
pngget.c	496	png_get_signature	return NULL	return NULL;
pngget.c	515	png_get_bKGD	return 0	return 0;
pngget.c	555	png_get_cHRM	return 0	return 0;
pngget.c	592	png_get_cHRM_XYZ	return 0	return 0;
pngget.c	624	png_get_cHRM_XYZ_fixed	return 0	return 0;
pngget.c	650	png_get_cHRM_fixed	return 0	return 0;
pngget.c	671	png_get_gAMA_fixed	return 0	return 0;
pngget.c	692	png_get_gAMA	return 0	return 0;
pngget.c	712	png_get_sRGB	return 0	return 0;
pngget.c	739	png_get_iCCP	return 0	return 0;
pngget.c	756	png_get_sPLT	return 0	return 0;
pngget.c	781	png_get_cICP	return 0	return 0;
pngget.c	802	png_get_cLLI_fixed	return 0	return 0;
pngget.c	821	png_get_cLLI	return 0	return 0;
pngget.c	854	png_get_mDCV_fixed	return 0	return 0;
pngget.c	885	png_get_mDCV	return 0	return 0;
pngget.c	895	png_get_eXIf	png_warning	png_warning(png_ptr, "png_get_eXIf does not work; use png_get_eXIf_1");
pngget.c	898	png_get_eXIf	return 0	return 0;
pngget.c	915	png_get_eXIf_1	return 0	return 0;
pngget.c	933	png_get_hIST	return 0	return 0;
pngget.c	946	png_get_IHDR	return 0	return 0;
pngget.c	998	png_get_oFFs	return 0	return 0;
pngget.c	1025	png_get_pCAL	return 0	return 0;
pngget.c	1053	png_get_sCAL_fixed	return 0	return 0;
pngget.c	1073	png_get_sCAL	return 0	return 0;
pngget.c	1091	png_get_sCAL_s	return 0	return 0;
pngget.c	1145	png_get_PLTE	return 0	return 0;
pngget.c	1162	png_get_sBIT	return 0	return 0;
pngget.c	1188	png_get_text	return 0	return 0;
pngget.c	1206	png_get_tIME	return 0	return 0;
pngget.c	1268	png_get_unknown_chunks	return 0	return 0;
pngget.c	1292	png_get_compression_buffer_size	return 0	return 0;
pngget.c	1364	png_get_palette_max	return -1	return -1;
pngmem.c	83	PNG_FUNCTION	return NULL	if (size > 65536U) return NULL;
pngmem.c	88	PNG_FUNCTION	return NULL	if (size > PNG_SIZE_MAX) return NULL;
pngmem.c	117	png_malloc_array_checked	return NULL	return NULL;
pngmem.c	126	PNG_FUNCTION	png_error	png_error(png_ptr, "internal error: array alloc");
pngmem.c	139	PNG_FUNCTION	png_error	png_error(png_ptr, "internal error: array realloc");
pngmem.c	164	PNG_FUNCTION	return NULL	return NULL; /* error */
pngmem.c	179	PNG_FUNCTION	return NULL	return NULL;
pngmem.c	184	PNG_FUNCTION	png_error	png_error(png_ptr, "Out of memory"); /* 'm' means png_malloc */
pngmem.c	197	PNG_FUNCTION	return NULL	return NULL;
pngmem.c	203	PNG_FUNCTION	png_error	png_error(png_ptr, "Out of Memory"); /* 'M' means png_malloc_default */
pngmem.c	224	PNG_FUNCTION	png_warning	png_warning(png_ptr, "Out of memory");
pngmem.c	227	PNG_FUNCTION	return NULL	return NULL;
pngmem.c	282	png_get_mem_ptr	return NULL	return NULL;
pngpread.c	88	png_process_data_pause	return 0	return 0;
pngpread.c	99	png_process_data_skip	png_app_warning	png_app_warning(png_ptr,
pngpread.c	101	png_process_data_skip	return 0	return 0;
pngpread.c	166	png_push_read_sig	png_error	png_error(png_ptr, "Not a PNG file");
pngpread.c	169	png_push_read_sig	png_error	png_error(png_ptr, "PNG file corrupted by ASCII conversion");
pngpread.c	213	png_push_read_chunk	png_error	png_error(png_ptr, "Missing IHDR before IDAT");
pngpread.c	217	png_push_read_chunk	png_error	png_error(png_ptr, "Missing PLTE before IDAT");
pngpread.c	229	png_push_read_chunk	png_benign_error	png_benign_error(png_ptr, "Too many IDATs found");
pngpread.c	243	png_push_read_chunk	png_error	png_error(png_ptr, "Invalid IHDR length");
pngpread.c	361	png_push_save_buffer	png_error	png_error(png_ptr, "Potential overflow of save_buffer");
pngpread.c	372	png_push_save_buffer	png_error	png_error(png_ptr, "Insufficient memory for save_buffer");
pngpread.c	378	png_push_save_buffer	png_error	png_error(png_ptr, "save_buffer error");
pngpread.c	425	png_push_read_IDAT	png_error	png_error(png_ptr, "Not enough compressed data");
pngpread.c	502	png_process_IDAT_data	png_error	png_error(png_ptr, "No IDAT data (internal error)");
pngpread.c	555	png_process_IDAT_data	png_warning	png_warning(png_ptr, "Truncated compressed data in IDAT");
pngpread.c	560	png_process_IDAT_data	png_benign_error	png_benign_error(png_ptr, "IDAT: ADLER32 checksum mismatch");
pngpread.c	562	png_process_IDAT_data	png_error	png_error(png_ptr, "Decompression error in IDAT");
pngpread.c	580	png_process_IDAT_data	png_warning	png_warning(png_ptr, "Extra compressed data in IDAT");
pngpread.c	605	png_process_IDAT_data	png_warning	png_warning(png_ptr, "Extra compression data in IDAT");
