PASS	sw|fmt=0|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_GRAY convert_to_8bit=0	exit 0
PASS	sw|fmt=0|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_GRAY convert_to_8bit=1	exit 0
PASS	sw|fmt=1|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_GA convert_to_8bit=0	exit 0
PASS	sw|fmt=1|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_GA convert_to_8bit=1	exit 0
PASS	sw|fmt=33|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_AG convert_to_8bit=0	exit 0
PASS	sw|fmt=33|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_AG convert_to_8bit=1	exit 0
PASS	sw|fmt=2|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_RGB convert_to_8bit=0	exit 0
PASS	sw|fmt=2|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_RGB convert_to_8bit=1	exit 0
PASS	sw|fmt=18|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_BGR convert_to_8bit=0	exit 0
PASS	sw|fmt=18|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_BGR convert_to_8bit=1	exit 0
PASS	sw|fmt=3|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_RGBA convert_to_8bit=0	exit 0
PASS	sw|fmt=3|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_RGBA convert_to_8bit=1	exit 0
PASS	sw|fmt=35|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_ARGB convert_to_8bit=0	exit 0
PASS	sw|fmt=35|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_ARGB convert_to_8bit=1	exit 0
PASS	sw|fmt=19|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_BGRA convert_to_8bit=0	exit 0
PASS	sw|fmt=19|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_BGRA convert_to_8bit=1	exit 0
PASS	sw|fmt=51|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_ABGR convert_to_8bit=0	exit 0
PASS	sw|fmt=51|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_ABGR convert_to_8bit=1	exit 0
PASS	sw|fmt=4|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_LINEAR_Y convert_to_8bit=0	exit 0
PASS	sw|fmt=4|cme=0|c8=1|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_LINEAR_Y convert_to_8bit=1	exit 0
PASS	sw|fmt=5|cme=0|c8=0|w=17|h=11|n=1|seed=14001	simplified write PNG_FORMAT_LINEAR_Y_ALPHA convert_to_8bit=0	exit 0
