PASS	rd|ct=0|bd=1|il=0|w=16|h=21|tr=expand16|mode=startimage|x=gamachrm|split=3|n=2|seed=16000	fuzz read GRAY/1-bit il=0 16x21 tr=[expand16] via startimage chunks=[gamachrm] idat_split=3	exit 0
PASS	rd|ct=0|bd=2|il=0|w=3|h=23|tr=stripalpha+bgr|mode=rowonly|x=unk|split=1|n=2|seed=16001	fuzz read GRAY/2-bit il=0 3x23 tr=[stripalpha+bgr] via rowonly chunks=[unk] idat_split=1	exit 0
PASS	rd|ct=0|bd=4|il=1|w=39|h=22|tr=invalpha+expand|mode=rowonly|x=srgb|split=0|n=2|seed=16002	fuzz read GRAY/4-bit il=1 39x22 tr=[invalpha+expand] via rowonly chunks=[srgb] idat_split=0	exit 0
PASS	rd|ct=0|bd=8|il=0|w=17|h=15|tr=gammahigh|mode=image|x=scal|split=3|n=2|seed=16003	fuzz read GRAY/8-bit il=0 17x15 tr=[gammahigh] via image chunks=[scal] idat_split=3	exit 0
PASS	rd|ct=0|bd=16|il=1|w=15|h=5|tr=none|mode=disponly|x=tail|split=1|n=2|seed=16004	fuzz read GRAY/16-bit il=1 15x5 tr=[none] via disponly chunks=[tail] idat_split=1	exit 0
PASS	rd|ct=2|bd=8|il=0|w=15|h=3|tr=packing|mode=disponly|x=trns|split=3|n=2|seed=16005	fuzz read RGB/8-bit il=0 15x3 tr=[packing] via disponly chunks=[trns] idat_split=3	exit 0
PASS	rd|ct=2|bd=16|il=0|w=26|h=1|tr=none|mode=rows|x=sbit|split=3|n=2|seed=16006	fuzz read RGB/16-bit il=0 26x1 tr=[none] via rows chunks=[sbit] idat_split=3	exit 0
PASS	rd|ct=3|bd=1|il=0|w=21|h=18|tr=expand+scale16+gray2rgb|mode=row|x=sbit|split=1|n=2|seed=16007	fuzz read PALETTE/1-bit il=0 21x18 tr=[expand+scale16+gray2rgb] via row chunks=[sbit] idat_split=1	exit 0
PASS	rd|ct=3|bd=2|il=0|w=15|h=2|tr=gamma+expand+background|mode=image|x=scal|split=0|n=2|seed=16008	fuzz read PALETTE/2-bit il=0 15x2 tr=[gamma+expand+background] via image chunks=[scal] idat_split=0	exit 0
PASS	rd|ct=3|bd=4|il=0|w=11|h=6|tr=backgroundunique+gray2rgb+background|mode=disponly|x=hist|split=17|n=2|seed=16009	fuzz read PALETTE/4-bit il=0 11x6 tr=[backgroundunique+gray2rgb+background] via disponly chunks=[hist] idat_split=17	exit 0; 2 warning(s): hIST: out of place
PASS	rd|ct=3|bd=8|il=0|w=11|h=20|tr=quantize+gammahigh|mode=rows|x=tail|split=0|n=2|seed=16010	fuzz read PALETTE/8-bit il=0 11x20 tr=[quantize+gammahigh] via rows chunks=[tail] idat_split=0	exit 0; 2 warning(s): IDAT: Read palette index exceeding num_palette
